城市,区域,岗位名称,薪资待遇,应聘条件,公司名称,公司简介,公司业务,福利待遇
"深圳","大鹏新区","软件开发工程师（中间件、数据库方向）","20k-40k","经验5-10年 / 本科","优渥网络","""电商","企业服务 / 未融资 / 50-150人""",""
"深圳","大鹏新区","华为云计算-数据开发工程师","15k-30k","经验1-3年 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"深圳","大鹏新区","数据开发工程师","5k-7k","经验在校/应届 / 硕士","腾讯","""游戏","社交媒体","音频｜视频媒体 / 上市公司 / 2000人以上"""
"深圳","大鹏新区","数据开发（某新能源上市公司正编）","23k-35k","经验5-10年 / 本科","嘉驰国际商务","""企业服务","医疗丨健康 / A轮 / 500-2000人""",""
"深圳","大鹏新区","C/C++，java，JS，python，Go，软件测试，数据开发","15k-30k","经验不限 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“带薪年假5-15天、周末双休、加班补贴”"
"深圳","大鹏新区","核心岗位-金融-数据开发工程师","30k-50k","经验5-10年 / 本科","联盟智能社区","生活服务 / B轮 / 150-500人","","“双休 不卷”"
"深圳","大鹏新区","数据开发工程师","13k-25k","经验不限 / 本科","外企德科人力资源服务","企业服务 / 未融资 / 2000人以上","","“大型互联网企业”"
"深圳","大鹏新区","数据开发（双休+大平台+稳定）","14k-20k","经验3-5年 / 本科","中软国际科技服务有限公司","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“加班费 领导好 氛围好 稳定 年终奖 员工餐厅”"
"深圳","大鹏新区","数据开发工程师","10k-15k","经验3-5年 / 本科","京北方","专业服务｜咨询 / 不需要融资 / 2000人以上","","""“五险一金"
"深圳","大鹏新区","NoSQL数据库运维开发岗位","10k-15k","经验5-10年 / 本科","普远天成","""数据服务","企业服务 / 不需要融资 / 15-50人""",""
"深圳","大鹏新区","留学生应届生校招（软件开发、软件测试、AI算法、数据）","13k-25k","经验1年以下 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"深圳","大鹏新区","数据开发工程师（东亚银行驻场）","20k-30k","经验10年以上 / 本科","赞同科技","""软件服务｜咨询","数据服务｜咨询 / 不需要融资 / 2000人以上""",""
"深圳","大鹏新区","数据开发工程师","20k-40k","经验3-5年 / 本科","深圳圆璧科技有限公司","金融业 / 天使轮 / 50-150人","","“福利待遇优，晋升空间大”"
"重庆","合川区","大数据架构师","20k-40k","经验5-10年 / 本科","马上消费","科技金融 / 不需要融资 / 2000人以上","","“优秀平台，五险一金，行业大咖”"
"重庆","合川区","车联网大数据运维工程师","10k-20k","经验1-3年 / 大专","阳光雨露信息技术服务（北京）有限公司","其他 / 不需要融资 / 500-2000人","","""“定期体检"
"重庆","合川区","大数据测试工程师","12k-18k","经验3-5年 / 大专","西西弗书店","新媒体 / 不需要融资 / 2000人以上","","“五险一金、节日福利、氛围融洽”"
"重庆","合川区","大数据总监","25k-45k","经验10年以上 / 本科","西西弗书店","新媒体 / 不需要融资 / 2000人以上","","“五险一金、节日福利、氛围融洽”"
"重庆","合川区","大数据原型设计师","8k-12k","经验3-5年 / 本科","重庆众意网科技有限公司","其他 / 未融资 / 15-50人","","“大数据 区块链 项目奖金”"
"重庆","合川区","大数据项目经理","10k-15k","经验3-5年 / 本科","重庆众意网科技有限公司","其他 / 未融资 / 15-50人","","“大数据，区块链，新基建，数字化转型”"
"重庆","合川区","IT大数据平台高级顾问","18k-35k","经验3-5年 / 本科","东灵融合","""专业服务｜咨询","营销服务｜咨询 / 不需要融资 / 15-50人""",""
"重庆","合川区","大数据建模分析工程师","25k-30k","经验不限 / 本科","重庆英才荟人力资源服务有限公司","""工具类产品","IT技术服务｜咨询","专业服务｜咨询 / 不需要融资 / 150-500人"""
"重庆","合川区","（校招）数据开发工程师","10k-18k","经验在校/应届 / 硕士","重庆信息通信研究院","","","""“五险一金"
"重庆","合川区","大数据咨询顾问","6k-12k","经验3-5年 / 本科","重庆众意网科技有限公司","其他 / 未融资 / 15-50人","","“项目奖金，年底奖励，股权激励”"
"重庆","合川区","资深软件工程师","15k-20k","经验5-10年 / 本科","中国民航信息网络股份有限公司重庆分公司","生活服务 / 上市公司 / 500-2000人","","“六险二金、国企福利、兴趣俱乐部、三餐”"
"重庆","合川区","资深软件研发工程师","10k-20k","经验10年以上 / 本科","中国民航信息网络股份有限公司重庆分公司","生活服务 / 上市公司 / 500-2000人","","“六险二金、国企福利、兴趣俱乐部、三餐”"
"重庆","合川区","数据分析师","10k-20k","经验3-5年 / 本科","亚信科技","""软件服务｜咨询","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"重庆","合川区","云知识库运营支持","5k-9k","经验3-5年 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"重庆","合川区","成长型企业业务-区域负责人-飞书","30k-50k","经验不限 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"重庆","合川区","产品经理","16k-23k","经验3-5年 / 本科","中电通商数字技术（上海）有限公司","""电商平台","内容社区 / 不需要融资 / 150-500人""",""
"重庆","合川区","运营总监（G端项目）","16k-22k","经验5-10年 / 本科","品浪振兴","","","""“五险一金"
"重庆","合川区","底层框架-后端工程师-Python(A129236)","11k-20k","经验3-5年 / 本科","MRS","人工智能服务 / A轮 / 15-50人","","“人工智能，上升空间大”"
"重庆","合川区","数据工程师","10k-20k","经验3-5年 / 本科","重庆中法水务投资有限公司","金融业 / 不需要融资 / 15-50人","","""“五险一金"
"重庆","合川区","数据中心运维高级顾问","12k-24k","经验3-5年 / 本科","东灵融合","""专业服务｜咨询","营销服务｜咨询 / 不需要融资 / 15-50人""",""
"重庆","合川区","测试工程师","12k-24k","经验5-10年 / 本科","广域铭岛（吉利工业互联网）","""IT技术服务｜咨询","人工智能服务","物联网 / 不需要融资 / 150-500人"""
"重庆","合川区","解决方案中心总经理(J11019)","50k-70k","经验10年以上 / 本科","宗申创新平台","""电商","移动互联网 / 未融资 / 2000人以上""",""
"重庆","合川区","网络信息工程师","6k-10k","经验5-10年 / 本科","威马农机股份有限公司","医疗｜保健｜美容 / 不需要融资 / 少于15人","","""“免费班车"
"重庆","合川区","产品经理/需求工程师（工业方向）","6k-10k","经验3-5年 / 本科","重庆市通信建设有限公司","","","""“五险一金"
"重庆","合川区","软件项目经理","12k-20k","经验5-10年 / 本科","隆胜迪","""软件服务｜咨询","IT技术服务｜咨询","网络通信 / 未融资 / 15-50人"""
"重庆","合川区","工业互联网平台运营岗","15k-25k","经验5-10年 / 本科","中冶赛迪数字","""企业服务","工具","物联网 / 不需要融资 / 15-50人"""
"重庆","合川区","跨境电商运营总监","12k-22k","经验3-5年 / 本科","瑞享通科技","""贸易｜进出口","新零售","电商平台 / 未融资 / 50-150人"""
"重庆","合川区","计算机视觉解决方案","15k-20k","经验5-10年 / 本科","广域铭岛（吉利工业互联网）","""IT技术服务｜咨询","人工智能服务","物联网 / 不需要融资 / 150-500人"""
"重庆","合川区","数据分析师","8k-15k","经验1-3年 / 本科","步客科技","科技金融 / 未融资 / 50-150人","","“交通补贴、餐补、下午茶、培训、团建、大咖”"
"重庆","合川区","高级市场经理","15k-30k","经验5-10年 / 本科","广域铭岛（吉利工业互联网）","""IT技术服务｜咨询","人工智能服务","物联网 / 不需要融资 / 150-500人"""
"重庆","合川区","工业互联网平台售前工程师","9k-18k","经验3-5年 / 本科","中冶赛迪数字","""企业服务","工具","物联网 / 不需要融资 / 15-50人"""
"重庆","合川区","大客户销售经理","10k-13k","经验3-5年 / 本科","上汽云计算中心","""人工智能服务","软件服务｜咨询 / 不需要融资 / 150-500人""",""
"重庆","合川区","销售总监","25k-50k","经验5-10年 / 本科","万集科技","物联网 / 上市公司 / 500-2000人","","“高薪，智慧交通领跑者，成事的平台。”"
"重庆","合川区","数据挖掘工程师","12k-24k","经验3-5年 / 本科","广域铭岛（吉利工业互联网）","""IT技术服务｜咨询","人工智能服务","物联网 / 不需要融资 / 150-500人"""
"重庆","合川区","软件销售工程师","6k-12k","经验1-3年 / 大专","企企云领","""软件服务｜咨询","专业服务｜咨询 / C轮 / 15-50人""",""
"重庆","合川区","资深销售顾问","8k-15k","经验3-5年 / 大专","企企云领","""软件服务｜咨询","专业服务｜咨询 / C轮 / 15-50人""",""
"重庆","合川区","客户经理","15k-30k","经验5-10年 / 本科","北京中经惠众科技有限公司","数据服务｜咨询 / 不需要融资 / 150-500人","","“sass软件销售”"
"重庆","合川区","Marketing Data Analyst","8k-15k","经验3-5年 / 本科","德勤企业管理咨询（上海浦东）有限公司","""消费生活","生活服务 / 不需要融资 / 150-500人""",""
"重庆","合川区","售前工程师","6k-9k","经验3-5年 / 本科","网达软件","""IT技术服务｜咨询","营销服务｜咨询 / 上市公司 / 500-2000人""",""
"重庆","合川区","信息安全部负责人","20k-25k","经验10年以上 / 本科","重庆市城投金卡信息产业（集团）股份有限公司","""电商平台","内容社区 / 不需要融资 / 150-500人""",""
"重庆","合川区","客户经理","10k-15k","经验3-5年 / 本科","重庆百货","新零售 / 未融资 / 50-150人","","“国企背景，五险一金”"
"重庆","合川区","新媒体专员","3k-5k","经验1-3年 / 大专","康百水业","新零售 / 不需要融资 / 50-150人","","""“社保五险"
"重庆","合川区","长安软件公司-汽车底盘系统工程师(J19535)","12k-24k","经验1-3年 / 不限","重庆长安汽车软件科技有限公司","制造业 / 未融资 / 150-500人","","“国企”"
"重庆","合川区","长安软件公司-汽车车身控制系统工程师(J19536)","12k-24k","经验1-3年 / 不限","重庆长安汽车软件科技有限公司","制造业 / 未融资 / 150-500人","","“国企”"
"重庆","合川区","解决方案经理","7k-12k","经验1-3年 / 本科","中电信数智科技有限公司海南分公司","其他 / 不需要融资 / 150-500人","","""“五险一金"
"重庆","合川区","数据产品经理","10k-15k","经验3-5年 / 本科","坚持一下科技","""软件服务｜咨询","IT技术服务｜咨询","人工智能服务 / 天使轮 / 15-50人"""
"重庆","合川区","poc技术支持","15k-30k","经验5-10年 / 本科","腾讯","""工具类产品","内容资讯 / 上市公司 / 2000人以上""",""
"重庆","合川区","初中级系统运维工程师","8k-11k","经验3-5年 / 本科","美捷智慧大数据","""数据服务｜咨询","人工智能服务 / 不需要融资 / 50-150人""",""
"重庆","合川区","数据治理岗（央企）","15k-23k","经验3-5年 / 硕士","锐仕方达人力资源","""金融","人工智能 / 不需要融资 / 2000人以上""",""
"重庆","合川区","互联网平台运营总监","30k-50k","经验5-10年 / 大专","埃摩森人力资源","""工具类产品","专业服务｜咨询 / 不需要融资 / 2000人以上""",""
"重庆","合川区","数据分析师","20k-25k","经验5-10年 / 本科","添才企业管理咨询","专业服务｜咨询 / 未融资 / 500-2000人","","“长安新能源直招岗位”"
"重庆","合川区","前端开发工程师","8k-12k","经验3-5年 / 本科","华龙网","""新媒体","文化传媒 / 不需要融资 / 500-2000人""",""
"重庆","合川区","数据产品经理","10k-20k","经验3-5年 / 本科","马上消费","科技金融 / 不需要融资 / 2000人以上","","“优秀平台，五险一金，行业大咖”"
"重庆","合川区","前端开发","12k-18k","经验3-5年 / 本科","晓羊教育","""移动互联网","教育 / C轮 / 500-2000人""",""
"重庆","合川区","python开发工程师","5k-6k","经验不限 / 不限","赶车科技","""移动互联网","企业服务 / 未融资 / 15-50人""",""
"重庆","合川区","web前端工程师（含小程序）","2k-4k","经验在校/应届 / 本科","美捷智慧大数据","""数据服务｜咨询","人工智能服务 / 不需要融资 / 50-150人""",""
"杭州","临安区","人工智能算法研发与应用工程师","15k-27k","经验不限 / 硕士","之江实验室","智能硬件 / 不需要融资 / 2000人以上","","“科研氛围浓 薪酬福利佳 国家事业 大咖云集”"
"杭州","临安区","行业售前解决方案专家","18k-25k","经验3-5年 / 本科","连信科技","智能硬件 / 不需要融资 / 50-150人","","“连连集团子公司”"
"杭州","临安区","php开发工程师","20k-40k","经验5-10年 / 本科","门链科技","区块链 / 不需要融资 / 150-500人","","“年底多薪加班少五险一金技术驱动年度旅游”"
"杭州","临安区","解决方案工程师","15k-25k","经验3-5年 / 本科","西湖新基建数字","""软件服务｜咨询","数据服务｜咨询","IT技术服务｜咨询 / 天使轮 / 15-50人"""
"杭州","临安区","体验设计师","15k-20k","经验在校/应届 / 本科","阿里巴巴集团","""电商平台","人工智能服务 / 上市公司 / 2000人以上""",""
"杭州","临安区","架构师","30k-40k","经验5-10年 / 本科","恒生电子","""软件服务｜咨询","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"杭州","临安区","高级架构师","30k-40k","经验5-10年 / 本科","杭州微风企科技有限公司","数据服务 / 未融资 / 15-50人","","“赛道好 奖金高”"
"杭州","临安区","高级软件销售经理","10k-20k","经验不限 / 大专","杭州微风企科技有限公司","数据服务 / 未融资 / 15-50人","","“高提成”"
"杭州","临安区","等保测评经理","15k-25k","经验1-3年 / 本科","星安信息","信息安全 / 未融资 / 15-50人","","“测评师”"
"杭州","临安区","销售","5k-8k","经验1-3年 / 大专","竹桐生态","能源｜矿产｜环保 / 未融资 / 15-50人","","“明晰的职业晋升通道、高提成、产品竞争力强”"
"杭州","临安区","销售代表","5k-8k","经验1-3年 / 大专","竹桐生态","能源｜矿产｜环保 / 未融资 / 15-50人","","“明晰的发展空间、高提成、有竞争优势的产品”"
"杭州","临安区","阿里云智能事业群-云业务架构师（工业-F8783F","10k-15k","经验不限 / 不限","美的集团IT","制造业 / 上市公司 / 2000人以上","","“432134”"
"杭州","临安区","数据产品经理","15k-30k","经验3-5年 / 本科","杭州微风企科技有限公司","数据服务 / 未融资 / 15-50人","","“发展前景好”"
"杭州","临安区","移动端视频播放器工程师","25k-45k","经验3-5年 / 本科","快手","短视频 / 上市公司 / 2000人以上","","“六险一金”"
"杭州","临安区","金融大客户销售","30k-60k","经验5-10年 / 本科","深圳大东豪科技","""移动互联网","电商 / 不需要融资 / 500-2000人""",""
"杭州","临安区","银行软件销售","10k-20k","经验5-10年 / 本科","杭州雅拓","数据服务｜咨询 / 不需要融资 / 150-500人","","“市场广阔，业务稳定，福利待遇好”"
"杭州","临安区","区域销售总监（华南）","15k-25k","经验5-10年 / 本科","杭州雅拓","数据服务｜咨询 / 不需要融资 / 150-500人","","“高新技术产业、稳定多金、团队综合素质高”"
"杭州","临安区","移动开发工程师","20k-40k","经验不限 / 本科","同花顺","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“公司核心业务部门，大力扩招中”"
"杭州","临安区","cio it总监 制造业","70k-140k","经验10年以上 / 不限","连赋","""数据服务｜咨询","IT技术服务｜咨询 / 未融资 / 50-150人""",""
"杭州","临安区","技术总监","40k-50k","经验10年以上 / 本科","讯盟","企业服务 / C轮 / 150-500人","","“团队管理”"
"杭州","临安区","算法工程师","15k-20k","经验在校/应届 / 硕士","阿里巴巴集团","""电商平台","人工智能服务 / 上市公司 / 2000人以上""",""
"杭州","临安区","数据产品总监","50k-70k","经验10年以上 / 本科","硕磐智能","""软件服务｜咨询","数据服务｜咨询","IT技术服务｜咨询 / 未融资 / 150-500人"""
"杭州","临安区","AI系统工程师（华为OD）","15k-30k","经验不限 / 本科","华为云计算","""人工智能服务","网络通信","IT技术服务｜咨询 / 不需要融资 / 2000人以上"""
"杭州","临安区","python后端开发工程师","20k-40k","经验5-10年 / 本科","网易","""内容资讯","游戏","音频｜视频媒体 / 上市公司 / 2000人以上"""
"杭州","临安区","测试工程师","20k-40k","经验3-5年 / 本科","华为杭州研究所","""数据服务｜咨询","人工智能服务 / 不需要融资 / 2000人以上""",""
"杭州","临安区","技术支持实习生 (MJ001346)","3k-4k","经验在校/应届 / 本科","袋鼠云","""数据服务｜咨询","人工智能服务 / C轮 / 500-2000人""",""
"杭州","临安区","互联网生态运营","15k-25k","经验5-10年 / 不限","连信科技","智能硬件 / 不需要融资 / 50-150人","","“To B To C”"
"杭州","临安区","java架构师","40k-80k","经验5-10年 / 本科","海一淘","电商平台 / 不需要融资 / 150-500人","","“期权回购 全额六险一金”"
"杭州","临安区","软件项目经理","9k-17k","经验3-5年 / 本科","综合交通大数据中心","数据服务｜咨询 / 未融资 / 50-150人","","“平台好 发展空间大”"
"杭州","临安区","销售总监","30k-50k","经验5-10年 / 本科","橘树互联网","电商平台 / A轮 / 50-150人","","“扁平化管理”"
"杭州","临安区","品牌经理","13k-18k","经验5-10年 / 本科","浙江深大智能科技有限公司","""移动互联网","旅游 / C轮 / 500-2000人""",""
"杭州","临安区","数据安全专家","20k-40k","经验不限 / 本科","浙江深大智能科技有限公司","""移动互联网","旅游 / C轮 / 500-2000人""",""
"杭州","临安区","会展商旅运营专员-接受实习应聘","4k-8k","经验1年以下 / 大专","兰鲸会展","""专业服务｜咨询","数据服务｜咨询","贸易｜进出口 / 未融资 / 15-50人"""
"杭州","临安区","司法项目研发","10k-15k","经验1-3年 / 本科","连信科技","智能硬件 / 不需要融资 / 50-150人","","“五险一金”"
"杭州","临安区","运营经理","8k-12k","经验3-5年 / 本科","筑家易","""电商平台","人工智能服务","物联网 / B轮 / 150-500人"""
"杭州","临安区","软件开发工程师","15k-30k","经验不限 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"杭州","临安区","后端开发","20k-40k","经验1-3年 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"杭州","临安区","算法专家","20k-35k","经验不限 / 本科","共道科技","""数据服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 150-500人""",""
"杭州","临安区","Python高级开发工程师","10k-20k","经验1-3年 / 本科","杭州鸿致","""软件服务｜咨询","数据服务｜咨询 / 未融资 / 少于15人""",""
"杭州","临安区","电销经理","8k-15k","经验不限 / 不限","外太空跨境电商","电商 / 未融资 / 50-150人","","“公司提供资源，无需外出”"
"杭州","临安区","售前工程师","8k-15k","经验1-3年 / 本科","电科智盛","IT技术服务｜咨询 / 未融资 / 50-150人","","“五险一金、周末双休、餐补、交通补、员工体检”"
"杭州","临安区","高级软件开发工程师","15k-30k","经验3-5年 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"杭州","临安区","验证系统设计与开发工程师","15k-30k","经验1-3年 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"杭州","临安区","高级数据分析师(O1122)","15k-25k","经验3-5年 / 本科","多准大数据","数据服务｜咨询 / 上市公司 / 2000人以上","","“公司氛围好，有定期体检等员工福利”"
"杭州","临安区","高级/资深数据分析师(N8641)","15k-25k","经验3-5年 / 本科","多准大数据","数据服务｜咨询 / 上市公司 / 2000人以上","","“带薪年假 岗位晋升 定期体检 年底双薪”"
"杭州","临安区","数仓架构师","20k-40k","经验5-10年 / 本科","广通优云","IT技术服务｜咨询 / C轮 / 500-2000人","","“全额社保公积金，上市公司”"
"杭州","临安区","数字营销顾问/主管","5k-10k","经验1年以下 / 本科","兰鲸会展","""专业服务｜咨询","数据服务｜咨询","贸易｜进出口 / 未融资 / 15-50人"""
"杭州","临安区","会展营销顾问/主管","5k-10k","经验1年以下 / 本科","兰鲸会展","""专业服务｜咨询","数据服务｜咨询","贸易｜进出口 / 未融资 / 15-50人"""
"杭州","临安区","通用软件开发工程师","14k-28k","经验1-3年 / 本科","华为杭州研究所","""数据服务｜咨询","人工智能服务 / 不需要融资 / 2000人以上""",""
"杭州","临安区","阿里云-金融行业解决方案架构师","30k-60k","经验不限 / 本科","阿里巴巴集团","""电商平台","人工智能服务 / 上市公司 / 2000人以上""",""
"杭州","临安区","算法工程师-数据安全","15k-30k","经验1-3年 / 本科","安恒信息","""信息安全","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"杭州","临安区","数据架构师","21k-35k","经验10年以上 / 本科","杭州雅拓","数据服务｜咨询 / 不需要融资 / 150-500人","","“科技金融”"
"杭州","临安区","高级Android Framework工程师","20k-40k","经验不限 / 本科","当贝","""软件服务｜咨询","智能硬件 / C轮 / 500-2000人""",""
"杭州","临安区","Java开发工程师（核心产品研发）(J11528)","10k-15k","经验1-3年 / 本科","朗新科技","软件服务｜咨询 / 上市公司 / 2000人以上","","“15薪、双休、上市公司”"
"杭州","临安区","数据架构师","20k-30k","经验5-10年 / 本科","长龙航空","旅游｜出行 / 上市公司 / 2000人以上","","“双通道晋升”"
"杭州","临安区","测试岗","13k-26k","经验3-5年 / 本科","华为技术有限公司","""智能硬件","IT技术服务｜咨询","制造业 / 不需要融资 / 2000人以上"""
"重庆","长寿区","数据分析师","10k-20k","经验3-5年 / 本科","亚信科技","""软件服务｜咨询","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"重庆","长寿区","云知识库运营支持","5k-9k","经验3-5年 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"重庆","长寿区","成长型企业业务-区域负责人-飞书","30k-50k","经验不限 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"重庆","长寿区","产品经理","16k-23k","经验3-5年 / 本科","中电通商数字技术（上海）有限公司","""电商平台","内容社区 / 不需要融资 / 150-500人""",""
"重庆","长寿区","运营总监（G端项目）","16k-22k","经验5-10年 / 本科","品浪振兴","","","""“五险一金"
"重庆","长寿区","底层框架-后端工程师-Python(A129236)","11k-20k","经验3-5年 / 本科","MRS","人工智能服务 / A轮 / 15-50人","","“人工智能，上升空间大”"
"重庆","长寿区","数据中心运维高级顾问","12k-24k","经验3-5年 / 本科","东灵融合","""专业服务｜咨询","营销服务｜咨询 / 不需要融资 / 15-50人""",""
"重庆","长寿区","网络信息工程师","6k-10k","经验5-10年 / 本科","威马农机股份有限公司","医疗｜保健｜美容 / 不需要融资 / 少于15人","","""“免费班车"
"重庆","长寿区","数据工程师","10k-20k","经验3-5年 / 本科","重庆中法水务投资有限公司","金融业 / 不需要融资 / 15-50人","","""“五险一金"
"重庆","长寿区","解决方案中心总经理(J11019)","50k-70k","经验10年以上 / 本科","宗申创新平台","""电商","移动互联网 / 未融资 / 2000人以上""",""
"重庆","长寿区","产品经理/需求工程师（工业方向）","6k-10k","经验3-5年 / 本科","重庆市通信建设有限公司","","","""“五险一金"
"重庆","长寿区","工业互联网平台运营岗","15k-25k","经验5-10年 / 本科","中冶赛迪数字","""企业服务","工具","物联网 / 不需要融资 / 15-50人"""
"重庆","长寿区","计算机视觉解决方案","15k-20k","经验5-10年 / 本科","广域铭岛（吉利工业互联网）","""IT技术服务｜咨询","人工智能服务","物联网 / 不需要融资 / 150-500人"""
"重庆","长寿区","高级市场经理","15k-30k","经验5-10年 / 本科","广域铭岛（吉利工业互联网）","""IT技术服务｜咨询","人工智能服务","物联网 / 不需要融资 / 150-500人"""
"重庆","长寿区","工业互联网平台售前工程师","9k-18k","经验3-5年 / 本科","中冶赛迪数字","""企业服务","工具","物联网 / 不需要融资 / 15-50人"""
"重庆","长寿区","大客户销售经理","10k-13k","经验3-5年 / 本科","上汽云计算中心","""人工智能服务","软件服务｜咨询 / 不需要融资 / 150-500人""",""
"重庆","长寿区","销售总监","25k-50k","经验5-10年 / 本科","万集科技","物联网 / 上市公司 / 500-2000人","","“高薪，智慧交通领跑者，成事的平台。”"
"重庆","长寿区","售前工程师","6k-9k","经验3-5年 / 本科","网达软件","""IT技术服务｜咨询","营销服务｜咨询 / 上市公司 / 500-2000人""",""
"重庆","长寿区","新媒体专员","3k-5k","经验1-3年 / 大专","康百水业","新零售 / 不需要融资 / 50-150人","","""“社保五险"
"重庆","长寿区","长安软件公司-汽车底盘系统工程师(J19535)","12k-24k","经验1-3年 / 不限","重庆长安汽车软件科技有限公司","制造业 / 未融资 / 150-500人","","“国企”"
"重庆","长寿区","解决方案经理","7k-12k","经验1-3年 / 本科","中电信数智科技有限公司海南分公司","其他 / 不需要融资 / 150-500人","","""“五险一金"
"重庆","长寿区","数据挖掘工程师","12k-24k","经验3-5年 / 本科","广域铭岛（吉利工业互联网）","""IT技术服务｜咨询","人工智能服务","物联网 / 不需要融资 / 150-500人"""
"重庆","长寿区","软件销售工程师","6k-12k","经验1-3年 / 大专","企企云领","""软件服务｜咨询","专业服务｜咨询 / C轮 / 15-50人""",""
"重庆","长寿区","资深销售顾问","8k-15k","经验3-5年 / 大专","企企云领","""软件服务｜咨询","专业服务｜咨询 / C轮 / 15-50人""",""
"重庆","长寿区","客户经理","15k-30k","经验5-10年 / 本科","北京中经惠众科技有限公司","数据服务｜咨询 / 不需要融资 / 150-500人","","“sass软件销售”"
"重庆","长寿区","Marketing Data Analyst","8k-15k","经验3-5年 / 本科","德勤企业管理咨询（上海浦东）有限公司","""消费生活","生活服务 / 不需要融资 / 150-500人""",""
"重庆","长寿区","长安软件公司-汽车车身控制系统工程师(J19536)","12k-24k","经验1-3年 / 不限","重庆长安汽车软件科技有限公司","制造业 / 未融资 / 150-500人","","“国企”"
"重庆","长寿区","数据产品经理","10k-15k","经验3-5年 / 本科","坚持一下科技","""软件服务｜咨询","IT技术服务｜咨询","人工智能服务 / 天使轮 / 15-50人"""
"重庆","长寿区","数据治理工程师（数据中台方向）-数据中心","15k-20k","经验5-10年 / 本科","中国汽研","""旅游｜出行","专业服务｜咨询","制造业 / 上市公司 / 500-2000人"""
"重庆","长寿区","poc技术支持","15k-30k","经验5-10年 / 本科","腾讯","""工具类产品","内容资讯 / 上市公司 / 2000人以上""",""
"重庆","长寿区","初中级系统运维工程师","8k-11k","经验3-5年 / 本科","美捷智慧大数据","""数据服务｜咨询","人工智能服务 / 不需要融资 / 50-150人""",""
"重庆","长寿区","数据治理岗（央企）","15k-23k","经验3-5年 / 硕士","锐仕方达人力资源","""金融","人工智能 / 不需要融资 / 2000人以上""",""
"重庆","长寿区","互联网平台运营总监","30k-50k","经验5-10年 / 大专","埃摩森人力资源","""工具类产品","专业服务｜咨询 / 不需要融资 / 2000人以上""",""
"重庆","长寿区","数据分析师","20k-25k","经验5-10年 / 本科","添才企业管理咨询","专业服务｜咨询 / 未融资 / 500-2000人","","“长安新能源直招岗位”"
"重庆","长寿区","数据产品经理","10k-20k","经验3-5年 / 本科","马上消费","科技金融 / 不需要融资 / 2000人以上","","“优秀平台，五险一金，行业大咖”"
"重庆","綦江区","大数据开发工程师","10k-18k","经验3-5年 / 本科","隆胜迪","""软件服务｜咨询","IT技术服务｜咨询","网络通信 / 未融资 / 15-50人"""
"重庆","綦江区","大数据开发工程师","10k-18k","经验3-5年 / 本科","多唯码","""软件服务｜咨询","IT技术服务｜咨询","网络通信 / 不需要融资 / 50-150人"""
"重庆","綦江区","大数据开发工程师","12k-20k","经验5-10年 / 大专","西西弗书店","新媒体 / 不需要融资 / 2000人以上","","“五险一金、节日福利、氛围融洽”"
"重庆","綦江区","大数据开发工程师","10k-20k","经验3-5年 / 大专","药智网","数据服务｜咨询 / A轮 / 150-500人","","“周末双休、节日福利、五险一金”"
"重庆","綦江区","数据仓库开发工程师-重庆","15k-30k","经验3-5年 / 本科","字节跳动","""内容资讯","短视频 / D轮及以上 / 2000人以上""",""
"重庆","綦江区","大数据开发工程师","20k-27k","经验3-5年 / 本科","瀚仕企业管理咨询","""工具类产品","IT技术服务｜咨询","专业服务｜咨询 / 不需要融资 / 150-500人"""
"重庆","綦江区","高级大数据开发工程师（大数据部门负责人）","13k-20k","经验5-10年 / 本科","北京艾瑞数智科技有限公司","","","""“五险一金"
"重庆","綦江区","大数据开发","2k-3k","经验在校/应届 / 本科","亚信科技","""软件服务｜咨询","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"重庆","綦江区","数据采集开发工程师","15k-25k","经验3-5年 / 本科","重庆长安汽车软件科技有限公司","制造业 / 未融资 / 150-500人","","“新汽车”"
